BehaviorSpace results (NetLogo 5.0.4),,,,,,,,,,,,,,,,num-cliques,social-butterflies?,,,,infection-chance
Safe_Sex_Attitudes_and_Behaviors-modelingcommons-tue.nlogo,,,,min-pxcor,max-pxcor,,,,,,,,,,,5,FALSE,,,,30
infect-1-5cliquesof7-4friends-nobutterflies-femalesymp,,,,-15,15,,,,,,,,,,,clique-size,,avg-female-condom-intention,,,symptomatic?
06/23/2013 20:20:59:378 -0700,,,,min-pycor,max-pycor,,,,,,,,,,,7,,80,,,"""females-symptomatic?"""
,,,,-15,15,,,,,,,,,,,avg-num-friends,,avg-male-condom-intention,,,show-labels?
,,,,,,,,,,,,,,,,4,,20,,,FALSE
,,,,,,,,,,,,,,,,,,,,,
[run number],%-receive-condom-sex-ed,avg-mesosystem-condom-encouragement,[step],%infected,%M-infected,%F-infected,avg-safe-sex-likelihood,avg-attitude,avg-justification,avg-certainty,,avg-male-safe-sex-likelihood,avg-female-safe-sex-likelihood,avg-male-attitude,avg-female-attitude,avg-male-justification,avg-female-justification,,,avg-male-certainty,avg-female-certainty
272,70,10,913,25.71428571,5.555555556,47.05882353,47.26601929,57.61322073,23.83763571,99.99778944,,28.6310073,66.99720846,31.30875766,85.46500515,1.906513877,47.05882353,,,100,99.99544885
273,70,10,917,28.57142857,5.555555556,52.94117647,49.34048136,60.15316421,27.055597,99.99921749,,29.40979547,70.44356053,32.5155383,89.41653283,2.608105277,52.94117647,,,99.99847845,100
274,70,10,918,22.85714286,5.555555556,41.17647059,45.98463784,56.4825157,20.97351996,99.99765366,,27.05032933,66.0327292,28.15418093,86.4772231,1.892955476,41.17647059,,,100,99.99516931
275,70,10,916,2.857142857,0,5.882352941,39.57422488,52.71987833,2.857142857,99.99775034,,24.88430716,55.12825541,24.76861431,82.31533435,0,5.882352941,,,100,99.99536835
276,70,20,831,2.857142857,0,5.882352941,39.53108622,52.63360101,2.857142857,99.9981238,,26.39188549,53.44318111,27.78377099,78.94518575,0,5.882352941,,,100,99.99613724
277,70,20,828,2.857142857,0,5.882352941,38.45630937,50.48404731,2.857142857,99.99855615,,25.75276821,51.90711765,26.50553643,75.87305884,0,5.882352941,,,99.99719252,100
278,70,20,857,28.57142857,5.555555556,52.94117647,46.43568912,55.01423537,25.71428571,99.99850363,,24.74125335,69.40626816,24.4825067,87.34194808,0,52.94117647,,,99.99709039,100
279,70,20,831,2.857142857,0,5.882352941,39.68922158,52.94987173,2.857142857,99.99996607,,27.20017542,52.91291751,29.40035084,77.88465856,0,5.882352941,,,99.99993403,100
280,70,20,833,2.857142857,0,5.882352941,38.78726772,51.14596402,2.857142857,99.99932259,,26.6862122,51.60015004,28.37242441,75.2591236,0,5.882352941,,,99.99868282,100
281,70,30,742,25.71428571,5.555555556,47.05882353,47.14867146,57.30308439,23.98851705,99.99942181,,27.93525088,67.49229325,29.77055462,86.45517473,2.199894272,47.05882353,,,99.99887574,100
282,70,30,739,2.857142857,0,5.882352941,38.53683211,50.6450928,2.857142857,99.99978038,,25.27366371,52.5801869,25.54732741,77.21919732,0,5.882352941,,,99.99957296,100
283,70,30,764,28.57142857,5.555555556,52.94117647,47.16251899,57.52218455,23.60570684,99.99933178,,27.58017718,67.89676326,29.43258381,87.26411476,1.455541086,47.05882353,,,100,99.99862425
284,70,30,766,28.57142857,5.555555556,52.94117647,47.26635064,56.67554512,25.71428571,99.99845272,,27.13166503,68.58542952,29.26333007,85.7002434,0,52.94117647,,,100,99.99681443
285,70,30,766,2.857142857,0,5.882352941,38.10563542,49.78269941,2.857142857,99.99981128,,25.71081762,51.22956015,26.42163523,74.51794383,0,5.882352941,,,99.99963305,100
286,70,40,656,20,5.555555556,35.29411765,43.92923241,54.28703626,17.14285714,99.99838884,,26.36939828,62.52199797,27.73879655,82.39693712,0,35.29411765,,,100,99.99668291
287,70,40,664,31.42857143,5.555555556,58.82352941,49.70457964,59.93162542,28.95506771,99.99775583,,28.53755865,72.11671951,31.70213481,89.82167431,0.745964996,58.82352941,,,99.99563634,100
288,70,40,657,22.85714286,5.555555556,41.17647059,46.06230333,57.12460666,20,99.9999755,,27.87880386,65.31542042,30.75760772,85.04260554,0,41.17647059,,,100,99.99994956
289,70,40,650,28.57142857,5.555555556,52.94117647,48.6777692,59.49731493,25.71644696,99.9992185,,29.35435604,69.13785373,33.70661087,86.80511923,0.004202424,52.94117647,,,99.99848042,100
290,70,40,685,28.57142857,5.555555556,52.94117647,48.42569545,58.51758527,26.66761129,99.99872016,,27.57929986,70.49834961,29.23175542,89.52611098,1.853688611,52.94117647,,,99.99751142,100
291,70,50,639,17.14285714,5.555555556,29.41176471,43.04977246,53.95668779,14.28571429,99.99890567,,26.05334981,61.04598469,27.10669962,82.38608702,0,29.41176471,,,99.99787213,100
292,70,50,594,2.857142857,0,5.882352941,39.45131513,52.47405883,2.857142857,99.99820174,,28.14843564,51.41906988,31.29687128,74.8969633,0,5.882352941,,,100,99.99629771
293,70,50,605,2.857142857,0,5.882352941,37.93637639,49.44418136,2.857142857,99.99962217,,26.32556941,50.23017203,27.65113881,72.51916758,0,5.882352941,,,99.99926534,100
294,70,50,567,2.857142857,0,5.882352941,39.30277188,52.17697233,2.857142857,99.99782891,,28.53796548,50.70080218,32.07593097,73.46042788,0,5.882352941,,,99.99577843,100
295,70,50,605,2.857142857,0,5.882352941,37.3450088,48.26144618,2.857142857,99.99777516,,24.77903278,50.65015989,24.55806557,73.3591433,0,5.882352941,,,99.99567393,100
296,70,60,488,2.857142857,0,5.882352941,38.52511229,50.62165315,2.857142857,99.99716049,,25.50581987,52.31024544,26.01163974,76.67931441,0,5.882352941,,,99.99447874,100
297,70,60,503,17.14285714,5.555555556,29.41176471,44.96185315,57.10167573,15.64394113,99.99803958,,30.07861424,60.72057669,33.83673016,81.73514751,2.640996648,29.41176471,,,100,99.99596383
298,70,60,511,28.57142857,5.555555556,52.94117647,47.37010851,56.88307416,25.71428571,99.9983563,,25.84306745,70.16344609,26.68613491,88.85630395,0,52.94117647,,,100,99.99661591
299,70,60,547,2.857142857,0,5.882352941,40.02101841,53.6134654,2.857142857,99.99894846,,27.8881042,52.86763347,30.77620839,77.79409046,0,5.882352941,,,99.99795534,100
300,70,60,515,2.857142857,0,5.882352941,38.8108177,51.19306397,2.857142857,99.99858399,,25.96488569,52.41239278,26.92977137,76.88360908,0,5.882352941,,,99.99724665,100
301,70,70,472,20,5.555555556,35.29411765,44.45139959,55.08717922,17.63123993,99.99889736,,26.92415789,63.00965551,28.37349919,83.37225219,0.949633199,35.29411765,,,100,99.99772986
302,70,70,432,17.14285714,5.555555556,29.41176471,43.37058358,53.94965179,15.58303075,99.99839337,,27.83035318,59.82494518,29.39942647,79.94400801,2.522559783,29.41176471,,,100,99.99669223
303,70,70,458,2.857142857,0,5.882352941,38.58879425,50.74901708,2.857142857,99.99908307,,24.81724833,53.17043112,24.63449666,78.39968577,0,5.882352941,,,99.99821707,100
304,70,70,415,20,5.555555556,35.29411765,44.5998368,55.29325609,17.81283501,99.9990723,,27.13198347,63.09521092,28.61259956,83.54336301,1.302734741,35.29411765,,,99.99819614,100
305,70,70,415,2.857142857,0,5.882352941,38.45189237,50.47521332,2.857142857,99.99960019,,27.03642878,50.53885383,29.07285755,73.13653119,0,5.882352941,,,100,99.99917685
306,70,80,291,14.28571429,5.555555556,23.52941176,41.44439492,52.17450412,11.42857143,99.99729602,,24.84269702,59.02266328,24.68539403,81.28062068,0,23.52941176,,,100,99.99443299
307,70,80,370,2.857142857,0,5.882352941,38.08280502,49.73703861,2.857142857,99.99861624,,23.9375554,53.06012815,22.87511079,78.17907983,0,5.882352941,,,100,99.99715109
308,70,80,317,22.85714286,5.555555556,41.17647059,44.85366406,54.70732813,20,99.99843657,,24.49205861,66.41301101,23.98411722,87.23778673,0,41.17647059,,,100,99.99678118
309,70,80,297,14.28571429,5.555555556,23.52941176,43.17096526,54.88875644,12.90634816,99.99731748,,27.71282018,59.53841299,28.98891299,82.31212009,2.873454754,23.52941176,,,100,99.99447716
310,70,80,389,20,5.555555556,35.29411765,44.82032685,55.25145465,18.77839811,99.99908767,,26.68720107,64.02010709,26.78429287,85.39315536,3.180218553,35.29411765,,,99.99822602,100
311,70,90,282,2.857142857,0,5.882352941,38.03043331,49.63229519,2.857142857,99.99750986,,23.58392092,53.32674055,22.16784184,78.71230462,0,5.882352941,,,99.99515806,100
312,70,90,239,20,5.555555556,35.29411765,42.44970273,51.32797689,17.14285714,99.99903026,,23.28567241,62.74102895,21.57134482,82.83499908,0,35.29411765,,,99.99811439,100
313,70,90,262,14.28571429,5.555555556,23.52941176,41.93899237,52.44879794,12.85830049,99.99863328,,25.43934593,59.40920624,24.4886775,82.05363135,2.78002874,23.52941176,,,100,99.99718615
314,70,90,210,14.28571429,5.555555556,23.52941176,41.18197552,51.64964219,11.42857143,99.9996226,,23.58337667,59.81578608,22.16675333,82.86681862,0,23.52941176,,,100,99.999223
315,70,90,218,2.857142857,0,5.882352941,37.86196037,49.29534932,2.857142857,99.99860712,,22.86290393,53.74331425,20.72580786,79.54545204,0,5.882352941,,,100,99.99713231
316,80,10,921,2.857142857,0,5.882352941,37.75037518,49.07217894,2.857142857,99.9997841,,25.74182479,50.4653109,26.48364958,72.98944532,0,5.882352941,,,99.9995802,100
317,80,10,916,25.71428571,5.555555556,47.05882353,46.08242481,55.09341317,24.14287289,99.9999915,,26.64354678,66.66476624,27.03707825,84.80012072,2.500030617,47.05882353,,,100,99.99998249
318,80,10,926,25.71428571,5.555555556,47.05882353,46.60186674,56.50704915,23.39336868,99.99870095,,28.04903963,66.24603663,30.5767486,83.96266149,1.042661319,47.05882353,,,99.99747408,100
319,80,10,923,2.857142857,0,5.882352941,38.07826211,49.72795278,2.857142857,99.99937235,,27.42873595,49.35423098,29.85747189,70.76728549,0,5.882352941,,,100,99.99870777
320,80,10,915,14.28571429,5.555555556,23.52941176,41.60778838,52.50129105,11.42857143,99.99879949,,27.30946825,56.74718617,29.6189365,76.72966645,0,23.52941176,,,99.99766568,100
321,80,20,841,2.857142857,0,5.882352941,39.66788374,52.90719606,2.857142857,99.99783109,,27.51700989,52.53351489,30.03401977,77.1258533,0,5.882352941,,,99.99578268,100
322,80,20,849,25.71428571,5.555555556,47.05882353,47.15758398,57.48257455,23.66518682,99.99922185,,29.37768443,65.98335997,32.96977056,83.43730818,1.571196595,47.05882353,,,100,99.99839793
323,80,20,828,2.857142857,0,5.882352941,39.18299768,51.93742393,2.857142857,99.99959527,,28.82241052,50.15303114,32.64482104,72.36488582,0,5.882352941,,,99.99921302,100
324,80,20,826,2.857142857,0,5.882352941,38.38897834,50.34938525,2.857142857,99.99747617,,27.53977033,49.87637506,30.07954066,71.81157364,0,5.882352941,,,100,99.99480388
325,80,20,827,22.85714286,5.555555556,41.17647059,45.78282747,55.85233369,21.42661757,99.9996856,,28.40764714,64.18007723,30.42830498,82.77189349,2.773978605,41.17647059,,,100,99.9993527
326,80,30,741,2.857142857,0,5.882352941,38.399562,50.37055257,2.857142857,99.99758511,,27.08196461,50.38290041,29.16392923,72.82462435,0,5.882352941,,,100,99.99502817
327,80,30,744,2.857142857,0,5.882352941,38.54163914,50.65470686,2.857142857,99.99731759,,28.26732787,49.42032167,31.53465575,70.89946686,0,5.882352941,,,100,99.99447739
328,80,30,768,25.71428571,5.555555556,47.05882353,47.88771781,58.68239491,24.18608143,99.99762276,,29.51149462,67.34489531,32.73096563,86.16037885,2.584047224,47.05882353,,,100,99.99510568
329,80,30,764,25.71428571,5.555555556,47.05882353,45.86004704,55.29152266,22.85714286,99.99978254,,25.87876248,67.01670129,26.75752496,85.50399081,0,47.05882353,,,100,99.99955228
330,80,30,772,2.857142857,0,5.882352941,38.58352223,50.73847303,2.857142857,99.99932467,,26.87650745,50.97918494,28.7530149,74.0171934,0,5.882352941,,,100,99.99860961
331,80,40,671,31.42857143,5.555555556,58.82352941,48.75470497,58.22369566,28.57142857,99.99992463,,27.00914259,71.77941808,29.01828519,89.14707145,0,58.82352941,,,99.99985345,100
332,80,40,675,2.857142857,0,5.882352941,38.4118465,50.39512157,2.857142857,99.99749413,,28.50947176,48.89671388,32.01894351,69.85225128,0,5.882352941,,,99.99512748,100
333,80,40,681,2.857142857,0,5.882352941,39.530056,52.63154058,2.857142857,99.99830243,,29.98091544,49.64091072,34.96183088,71.34064496,0,5.882352941,,,99.99669916,100
334,80,40,678,17.14285714,5.555555556,29.41176471,43.89192972,55.11118965,15.34533958,99.99843663,,28.85496664,59.81342004,31.67974202,79.92095773,2.060382516,29.41176471,,,99.99696012,100
335,80,40,685,2.857142857,0,5.882352941,38.87061645,51.31266148,2.857142857,99.99916684,,27.74513813,50.65053468,30.49027625,73.35989289,0,5.882352941,,,99.99837996,100
336,80,50,569,22.85714286,5.555555556,41.17647059,45.91874848,56.56672441,20.54154511,99.99654561,,27.97372338,64.9193633,30.42094456,84.2504913,1.053004375,41.17647059,,,99.99789027,99.99512187
337,80,50,616,2.857142857,0,5.882352941,39.40986157,52.39115171,2.857142857,99.99993348,,27.19235355,52.34604653,29.3847071,76.75091659,0,5.882352941,,,100,99.99986304
338,80,50,615,28.57142857,5.555555556,52.94117647,49.93334994,61.17039826,27.39252771,99.99794137,,32.71061697,68.16918485,38.78960978,84.8677037,3.263248321,52.94117647,,,100,99.99576165
339,80,50,555,2.857142857,0,5.882352941,38.84206323,51.25555503,2.857142857,99.99758618,,28.22426137,50.08444168,31.44852273,72.22770688,0,5.882352941,,,99.99530646,100
340,80,50,644,2.857142857,0,5.882352941,39.07589569,51.72321995,2.857142857,99.99887703,,27.54775115,51.28216638,30.0955023,74.6231563,0,5.882352941,,,99.99781644,100
341,80,60,497,2.857142857,0,5.882352941,38.67301172,50.91745202,2.857142857,99.99774865,,27.98812689,49.98641919,30.97625378,72.03166191,0,5.882352941,,,100,99.99536487
342,80,60,497,20,5.555555556,35.29411765,45.16343209,56.12912794,18.39547249,99.99837283,,29.64859372,61.59090801,33.07936697,80.5347572,2.435640953,35.29411765,,,99.99683606,100
343,80,60,499,17.14285714,5.555555556,29.41176471,43.82950885,54.95538864,15.40725811,99.99856497,,29.3038461,59.20962235,32.51730236,78.71336234,2.180779656,29.41176471,,,100,99.99704553
344,80,60,481,17.14285714,5.555555556,29.41176471,44.71221336,56.43903822,15.970777,99.99835435,,28.49371556,61.88474045,30.34917569,84.06359855,3.276510839,29.41176471,,,99.99680012,100
345,80,60,513,2.857142857,0,5.882352941,38.78857259,51.14857375,2.857142857,99.99883717,,28.33619446,49.85579649,31.67238892,71.77041651,0,5.882352941,,,99.99773894,100
346,80,70,424,11.42857143,5.555555556,17.64705882,41.27125446,52.66825353,9.748510788,99.99996347,,27.56874752,55.77979122,28.99310955,77.73605303,2.288770977,17.64705882,,,100,99.99992479
347,80,70,416,25.71428571,5.555555556,47.05882353,46.89725413,56.96512023,23.65877608,99.99869048,,28.14841281,66.74896848,30.51745999,84.96852519,1.55873126,47.05882353,,,99.99745371,100
348,80,70,414,17.14285714,5.555555556,29.41176471,43.31995087,53.86426248,15.5512785,99.99948603,,27.98052602,59.56169482,29.73064238,79.4175073,2.460819307,29.41176471,,,99.99900061,100
349,80,70,410,2.857142857,0,5.882352941,39.79331938,53.15806733,2.857142857,99.99890308,,28.18927413,52.07995552,31.37854826,76.21873457,0,5.882352941,,,99.99786711,100
350,80,70,444,20,5.555555556,35.29411765,45.20394607,56.4726436,17.87049707,99.99767806,,28.32937587,63.07113804,30.95132403,83.49521725,1.414855409,35.29411765,,,100,99.99521954
351,80,80,383,2.857142857,0,5.882352941,38.54000475,50.65143807,2.857142857,99.99742422,,25.10863674,52.76145323,25.21727348,77.58172999,0,5.882352941,,,100,99.99469693
352,80,80,356,2.857142857,0,5.882352941,37.30130852,48.17404562,2.857142857,99.99792083,,24.88315675,50.44993981,24.76631351,72.95870315,0,5.882352941,,,99.99595717,100
353,80,80,347,14.28571429,5.555555556,23.52941176,41.09752385,51.48076198,11.42857143,99.99727884,,24.67843553,58.48244089,24.35687106,80.2001759,0,23.52941176,,,100,99.99439761
354,80,80,362,2.857142857,0,5.882352941,38.76160016,51.09462888,2.857142857,99.99734151,,25.74429278,52.54463149,26.48858556,77.14808651,0,5.882352941,,,99.99483072,100
355,80,80,330,2.857142857,0,5.882352941,38.30111236,50.17365329,2.857142857,99.99758966,,25.67400153,51.67099441,26.34800306,75.40081235,0,5.882352941,,,100,99.99503753
356,80,90,294,2.857142857,0,5.882352941,38.28362041,50.1386694,2.857142857,99.99938226,,25.58762665,51.72643734,26.17525331,75.51169821,0,5.882352941,,,99.99879883,100
357,80,90,251,2.857142857,0,5.882352941,37.26707545,48.10557946,2.857142857,99.99985098,,24.06055862,51.2504462,23.12111724,74.55971593,0,5.882352941,,,100,99.99969319
358,80,90,218,2.857142857,0,5.882352941,39.15761905,51.88666667,2.857142857,99.99876845,,24.16950838,55.02738328,23.33901677,82.11359009,0,5.882352941,,,99.99760532,100
359,80,90,251,17.14285714,5.555555556,29.41176471,43.37699209,54.13185547,15.2442574,99.998517,,25.86006992,61.92432144,25.78822293,84.14276052,1.863833832,29.41176471,,,99.99711639,100
360,80,90,314,17.14285714,5.555555556,29.41176471,42.47640898,52.35563264,15.19437064,99.9997974,,23.98164222,62.0591032,22.07986854,84.41232405,1.766831798,29.41176471,,,100,99.99958288
361,90,10,917,2.857142857,0,5.882352941,39.58414142,52.73971141,2.857142857,99.99792607,,30.37824471,49.33156146,35.75648943,70.72194646,0,5.882352941,,,100,99.99573014
362,90,10,919,31.42857143,5.555555556,58.82352941,49.32380119,58.94533153,29.4045417,99.99922405,,28.92221066,70.92548528,32.03445022,87.43920586,1.619942196,58.82352941,,,100,99.99840246
363,90,10,921,2.857142857,0,5.882352941,38.40881635,50.38906127,2.857142857,99.99721035,,27.42557843,50.03812709,29.85115686,72.13507771,0,5.882352941,,,99.99457568,100
364,90,10,916,2.857142857,0,5.882352941,40.04287651,53.65718158,2.857142857,99.99936059,,28.54392722,52.21823457,32.08785444,76.49529267,0,5.882352941,,,100,99.99868358
365,90,10,927,31.42857143,5.555555556,58.82352941,49.97676448,60.15829417,29.59046955,99.99728501,,29.83444168,71.30392979,33.67814906,88.19609488,1.981468577,58.82352941,,,99.99472084,100
366,90,20,839,34.28571429,5.555555556,64.70588235,52.50826063,64.30223554,31.42857143,99.99777979,,32.58708407,73.60127109,40.17416814,89.84960101,0,64.70588235,,,100,99.99542897
367,90,20,832,22.85714286,5.555555556,41.17647059,46.04809283,56.7092165,20.77393831,99.99830071,,28.69197088,64.42516313,31.63150173,83.26209097,1.504880053,41.17647059,,,100,99.99650147
368,90,20,836,22.85714286,5.555555556,41.17647059,46.61737598,57.81137782,20.84657965,99.99737897,,29.41113871,64.83574486,32.99921387,84.08308083,1.646127106,41.17647059,,,100,99.99460376
369,90,20,846,34.28571429,5.555555556,64.70588235,51.11378052,61.51327532,31.42857143,99.9980369,,30.00489995,73.46435994,35.00979991,89.5757787,0,64.70588235,,,99.99618286,100
370,90,20,829,2.857142857,0,5.882352941,39.00209342,51.5756154,2.857142857,99.99883031,,28.94920694,49.64632616,32.89841388,71.35147584,0,5.882352941,,,99.9977256,100
371,90,30,775,22.85714286,5.555555556,41.17647059,46.60788036,57.73237699,20.96676746,99.99955308,,30.90692349,63.23242293,35.87393416,80.87661057,1.879825623,41.17647059,,,99.99913099,100
372,90,30,765,25.71428571,5.555555556,47.05882353,47.33640583,57.74613671,23.8533499,99.99817162,,28.92434441,66.83152969,31.8801542,85.13364761,1.937069245,47.05882353,,,99.99644481,100
373,90,30,763,2.857142857,0,5.882352941,38.08081968,49.73306793,2.857142857,99.99832447,,27.84842998,48.91511466,30.69685995,69.88905285,0,5.882352941,,,99.99674203,100
374,90,30,734,28.57142857,5.555555556,52.94117647,48.35335561,58.55741072,26.29847819,99.99852529,,29.22631202,68.6055194,32.88465913,85.74032416,1.135929807,52.94117647,,,100,99.99696384
375,90,30,749,22.85714286,5.555555556,41.17647059,46.45226266,57.58587745,20.63729573,99.99888075,,30.11633667,63.74912548,34.61308026,81.91001566,1.239186144,41.17647059,,,100,99.99769567
376,90,40,680,22.85714286,5.555555556,41.17647059,46.01264764,56.52112099,21.00834858,99.99873187,,30.06895845,62.89420091,34.15757799,80.20016652,1.960677802,41.17647059,,,100,99.99738915
377,90,40,661,31.42857143,5.555555556,58.82352941,49.40077223,59.01612286,29.57084318,99.99847864,,28.61683203,71.40729714,31.26201096,88.40282958,1.943306192,58.82352941,,,100,99.99686779
378,90,40,682,2.857142857,0,5.882352941,39.21654527,52.00451912,2.857142857,99.99912698,,29.56236034,49.43862343,34.12472069,70.9360704,0,5.882352941,,,99.99830245,100
379,90,40,670,20,5.555555556,35.29411765,46.00631049,57.53732169,18.95059859,99.99810483,,30.97162267,61.92539172,35.18571893,81.20372461,3.515052823,35.29411765,,,99.99631495,100
380,90,40,668,2.857142857,0,5.882352941,39.20303519,51.97749895,2.857142857,99.99795218,,28.462193,50.57569163,31.924386,73.21020679,0,5.882352941,,,100,99.9957839
381,90,50,598,28.57142857,5.555555556,52.94117647,49.82670297,61.64921758,26.00837674,99.99894101,,32.08040745,68.61689824,38.87489307,85.76320824,0.571843653,52.94117647,,,100,99.99781973
382,90,50,618,2.857142857,0,5.882352941,37.69544883,48.96232623,2.857142857,99.99901189,,28.00670991,47.95411357,31.01341981,67.96705068,0,5.882352941,,,100,99.99796565
383,90,50,581,2.857142857,0,5.882352941,38.49791859,50.56726575,2.857142857,99.99758038,,27.53022828,50.11076715,30.06045656,72.28035783,0,5.882352941,,,100,99.99501842
384,90,50,619,2.857142857,0,5.882352941,39.62813638,52.82770133,2.857142857,99.9998237,,29.43137155,50.4247109,33.8627431,72.90824533,0,5.882352941,,,100,99.99963703
385,90,50,585,2.857142857,0,5.882352941,39.15581104,51.88305064,2.857142857,99.9980812,,28.89820243,50.01680839,32.79640486,72.0924403,0,5.882352941,,,100,99.99604952
386,90,60,508,2.857142857,0,5.882352941,39.19415145,51.95973148,2.857142857,99.99933582,,27.66866389,51.39760887,30.33732779,74.85404127,0,5.882352941,,,99.99870853,100
387,90,60,528,2.857142857,0,5.882352941,39.1377605,51.84694958,2.857142857,99.9984752,,28.98812554,49.88443281,32.97625109,71.82768916,0,5.882352941,,,99.99703511,100
388,90,60,506,14.28571429,5.555555556,23.52941176,43.30201143,55.09428907,13.01946756,99.99978044,,30.53707272,56.81782888,34.52744087,76.87095188,3.093409149,23.52941176,,,99.99957308,100
389,90,60,516,22.85714286,5.555555556,41.17647059,45.60026959,56.20053651,20,99.99780038,,27.57109072,64.68998839,30.14218145,83.79173599,0,41.17647059,,,100,99.99547137
390,90,60,538,20,5.555555556,35.29411765,44.60466563,55.33617039,17.74632176,99.99871968,,29.56905087,60.52472832,33.55140004,78.40239782,1.173403415,35.29411765,,,99.99751049,100
391,90,70,405,2.857142857,0,5.882352941,39.28805302,52.14753461,2.857142857,99.99930145,,27.54284904,51.72415135,30.08569807,75.50712623,0,5.882352941,,,99.9986417,100
392,90,70,415,2.857142857,0,5.882352941,38.58384361,50.73911579,2.857142857,99.99797788,,26.64511929,51.22484584,28.29023857,74.5085152,0,5.882352941,,,100,99.99583681
393,90,70,403,2.857142857,0,5.882352941,39.12756983,51.82656823,2.857142857,99.9987646,,28.07689519,50.82828415,31.15379038,73.71539184,0,5.882352941,,,100,99.99745653
394,90,70,420,17.14285714,5.555555556,29.41176471,43.65658846,54.29890877,16.02853629,99.99780088,,28.28371397,59.93374968,29.87301766,80.161617,3.388820567,29.41176471,,,99.99572393,100
395,90,70,440,20,5.555555556,35.29411765,45.82799376,57.49871643,18.31454219,99.99860994,,29.64970968,62.95794161,33.16028112,83.2688244,2.278276489,35.29411765,,,100,99.9971381
396,90,80,298,11.42857143,5.555555556,17.64705882,41.96442479,53.97822855,9.901242081,99.9997726,,28.01921041,56.72994591,29.74554657,79.6363624,2.58574849,17.64705882,,,100,99.99953182
397,90,80,396,2.857142857,0,5.882352941,38.79103699,51.15350255,2.857142857,99.99771433,,26.61754958,51.6806119,28.23509916,75.42004732,0,5.882352941,,,100,99.9952942
398,90,80,348,14.28571429,5.555555556,23.52941176,42.45700585,53.46424117,12.89954107,99.99878833,,27.35704587,58.44519878,28.28398236,80.12569167,2.860218754,23.52941176,,,100,99.99750538
399,90,80,363,2.857142857,0,5.882352941,39.28521501,52.14185859,2.857142857,99.99846296,,26.40048731,52.92786786,27.80097463,77.91455925,0,5.882352941,,,100,99.99683551
400,90,80,354,2.857142857,0,5.882352941,38.28962137,50.15067132,2.857142857,99.99836684,,26.03515731,51.26493626,27.07031463,74.58869605,0,5.882352941,,,99.99682442,100
401,90,90,339,2.857142857,0,5.882352941,38.06716847,49.7057655,2.857142857,99.99994298,,24.66866679,52.2538173,24.33733357,76.56645814,0,5.882352941,,,100,99.99988261
402,90,90,280,14.28571429,5.555555556,23.52941176,42.46305006,53.6264921,12.59921604,99.99797618,,25.75830278,60.15042954,25.37847885,83.5361532,2.276253415,23.52941176,,,99.9960648,100
403,90,90,335,2.857142857,0,5.882352941,38.67533133,50.92209124,2.857142857,99.9982369,,24.88547574,53.2763549,24.77095148,78.61153333,0,5.882352941,,,100,99.99637009
404,90,90,211,14.28571429,5.555555556,23.52941176,40.65432113,50.08043929,12.45640595,99.99850691,,24.35024103,57.91746478,22.70119849,79.07022367,1.998567124,23.52941176,,,99.99709676,100
405,90,90,301,2.857142857,0,5.882352941,38.4314285,50.43428557,2.857142857,99.99947709,,24.07711698,53.63011129,23.15423397,79.3190461,0,5.882352941,,,100,99.99892342
,,,,,,,,,,,,,,,,,,,,,
,,,min,2.857142857,0,5.882352941,37.26707545,48.10557946,2.857142857,99.99547376,min,22.50762017,47.95411357,20.01524034,67.96705068,0,5.882352941,,min,99.99445811,99.99309814
,,,max,42.85714286,5.555555556,82.35294118,52.78181893,64.30223554,40,99.9999915,max,32.71061697,80.92363369,40.17416814,95.67079679,4.003977909,82.35294118,,max,100,100
,,,,,,,,,,,,,,,,,,,,,
,,,,%infected,%M-infected,%F-infected,avg-safe-sex-likelihood,avg-attitude,avg-justification,avg-certainty,,avg-male-safe-sex-likelihood,avg-female-safe-sex-likelihood,avg-male-attitude,avg-female-attitude,avg-male-justification,avg-female-justification,,,avg-male-certainty,avg-female-certainty
